Id,Name,Name (Bangla),Code,Agency,Type,Division,District,City Corporation,Upazila,Paurasava,Union,Private
24413,Rajoir Municipality,Rajoir Municipality,10024825,,Upazila Level Office,Dhaka,Madaripur,Madaripur N/A,Rajoir,Rajoir Paurashava,,0
24414,Bakshiganj Municipality,Bakshiganj Municipality,10024826,,Upazila Level Office,Mymensingh,Jamalpur,,Bakshiganj,Bakshiganj Paurashava,,0
24415,Dewanganj Municipality,Dewanganj Municipality,10024827,,Upazila Level Office,Mymensingh,Jamalpur,,Dewanganj,Dewanganj Paurashava,,0
24416,Hajrabari Municipality,Hajrabari Municipality,10024828,,Upazila Level Office,Mymensingh,Jamalpur,,Jamalpur Sadar,,,0
24417,Islampur Municipality,Islampur Municipality,10024829,,Upazila Level Office,Mymensingh,Jamalpur,,Islampur,Islampur Paurashava,,0
24418,Madarganj Municipality,Madarganj Municipality,10024830,,Upazila Level Office,Mymensingh,Jamalpur,,Madarganj,Madarganj Paurashava,,0
24419,Melandaha Municipality,Melandaha Municipality,10024831,,Upazila Level Office,Mymensingh,Jamalpur,,Melandaha,Melandaha Paurashava,,0
24420,Sarishabari Municipality,Sarishabari Municipality,10024832,,Upazila Level Office,Mymensingh,Jamalpur,Jamalpur N/A,Sarishabari,Sarishabari Paurashava,,0
24421,Fulbaria Municipality,Fulbaria Municipality,10024833,,Upazila Level Office,Mymensingh,Mymensingh,,Fulbaria,Fulbaria Paurashava,,0
24422,Haluaghat Municipality,Haluaghat Municipality,10024834,,Upazila Level Office,Mymensingh,Mymensingh,Mymensingh N/A,Haluaghat,Unions Of Haluaghat Upazila,,0
24423,Nandail Municipality,Nandail Municipality,10024835,,Upazila Level Office,Mymensingh,Mymensingh,,Nandail,Nandail Paurashava,,0
24424,"Chandimondop Abdul Aziz Community Clinic , Muktagacha","চন্ডিমন্ডপ আব্দুল আজিজ কমিউনিটি ক্লিনিক, মুক্তাগাছা।",10024836,DGHS,Community Clinic,Mymensingh,Mymensingh,Mymensingh N/A,Muktagacha,Unions Of Muktagachha Upazila,Dulla,0
24425,"Molajani Community Clinic , Muktagacha","মলাজানি কমিউনিটি ক্লিনিক, মুক্তাগাছা।",10024837,DGHS,Community Clinic,Mymensingh,Mymensingh,Mymensingh N/A,Muktagacha,Unions Of Muktagachha Upazila,Dulla,0
24426,"Bepari Dangi Samsuddoha Community Clinic , Faridpur Sadar","বেপারীডাংঙ্গী শামসু্দোহা কমিউনিটি ক্লিনিক, ফরিদপুর সদর।",10024838,DGHS,Community Clinic,Dhaka,Faridpur,Faridpur N/A,Faridpur Sadar,Unions Of Faridpur Sadar Upazila,Decreerchar,0
24427,"Munsi Dangi Samsuddoha Community Clinic , Faridpur Sadar","মুন্সীডাংঙ্গী কমিউনিটি ক্লিনিক, ফরিদপুর সদর।",10024839,DGHS,Community Clinic,Dhaka,Faridpur,Faridpur N/A,Faridpur Sadar,Unions Of Faridpur Sadar Upazila,Decreerchar,0
24428,"Kabirpur Community Clinic , Faridpur Sadar","কবিরপুর কমিউনিটি ক্লিনিক, ফরিদপুর সদর।",10024840,DGHS,Community Clinic,Dhaka,Faridpur,Faridpur N/A,Faridpur Sadar,Unions Of Faridpur Sadar Upazila,Uttar Channel,0
24429,"Yousuf Matubbar Dabgi Community Clinic , Faridpur Sadar","ইউসুফ মাতুব্বর ডাংগী কমিউনিটি ক্লিনিক, ফরিদপুর সদর।",10024841,DGHS,Community Clinic,Dhaka,Faridpur,Faridpur N/A,Faridpur Sadar,Unions Of Faridpur Sadar Upazila,Uttar Channel,0
24430,Dhunat Municipality,Dhunat Municipality,10024842,,Upazila Level Office,Rajshahi,Bogura,Bogura N/A,Dhunat,Dhunat Paurashava,,0
24431,Gabtali Municipality,Gabtali Municipality,10024843,,Upazila Level Office,Rajshahi,Bogura,Bogura N/A,Gabtali,Gabtali Paurashava,,0
24432,Kahaloo Municipality,Kahaloo Municipality,10024844,,Upazila Level Office,Rajshahi,Bogura,Bogura N/A,Kahaloo,Kahaloo Paurashava,,0
24433,Sariakandi Municipality,Sariakandi Municipality,10024845,,Upazila Level Office,Rajshahi,Bogura,Bogura N/A,Sariakandi,Sariakandi Paurasava,,0
24434,Shibganj Municipality,Shibganj Municipality,10024846,,Upazila Level Office,Rajshahi,Bogura,Bogura N/A,Shibganj,Shibganj Paurashava,,0
24435,Sonatola Municipality,Sonatola Municipality,10024847,,Upazila Level Office,Rajshahi,Bogura,Bogura N/A,Sonatola,Sonatola Paurashava,,0
24436,Talora Municipality,Talora Municipality,10024848,,Upazila Level Office,Rajshahi,Bogura,,,,,0
24437,Atgharia Municipality,Atgharia Municipality,10024849,,Upazila Level Office,Rajshahi,Pabna,Pabna N/A,Atgharia,Atgharia Paurasava,,0
24438,Chatmohar Municipality,Chatmohar Municipality,10024850,,Upazila Level Office,Rajshahi,Pabna,Pabna N/A,Chatmohar,Chatmohar Paurasava,,0
24439,Sujanagar Municipality,Sujanagar Municipality,10024851,,Upazila Level Office,Rajshahi,Pabna,Pabna N/A,Sujanagar,Sujanagar Paurasava,,0
24440,Kalai Muniipality,Kalai Muniipality,10024852,,Upazila Level Office,Rajshahi,Joypurhat,Joypurhat N/A,Kalai,Kalai Paurasava,,0
24441,Khetlal Municipality,Khetlal Municipality,10024853,,Upazila Level Office,Rajshahi,Joypurhat,Joypurhat N/A,Khetlal,Khetlal Paurasava,,0
24442,Dhamuirhat Municipality,Dhamuirhat Municipality,10024854,,Upazila Level Office,Rajshahi,Naogaon,Naogaon N/A,Dhamoirhat,Dhamoirhat Paurasava,,0
24443,Nazirpur Municipality,Nazirpur Municipality,10024855,,Upazila Level Office,Rajshahi,Naogaon,,,,,0
24444,Bagatipara Municipality,Bagatipara Municipality,10024856,,Upazila Level Office,Rajshahi,Natore,Natore N/A,Bagatipara,Bagatipara Paurasava,,0
24445,Baraigram Municipality,Baraigram Municipality,10024857,,Upazila Level Office,Rajshahi,Natore,Natore N/A,Baraigram,Baraigram Paurasava,,0
24446,Gopalpur Municipality,Gopalpur Municipality,10024858,,Upazila Level Office,Rajshahi,Natore,,,,,0
24447,Naldanga Municipality,Naldanga Municipality,10024859,,Upazila Level Office,Rajshahi,Natore,Natore N/A,Naldanga,Naldanga Paurasava,,0
24448,Kazipur Municipality,Kazipur Municipality,10024860,,Upazila Level Office,Rajshahi,Sirajganj,Sirajganj N/A,Kazipur,Kazipur Paurasava,,0
24449,Raiganj Municipality,Raiganj Municipality,10024861,,Upazila Level Office,Rajshahi,Sirajganj,Sirajganj N/A,Royganj,Royganj Paurashava,,0
24450,Arani Municipality,Arani Municipality,10024862,,Upazila Level Office,Rajshahi,Rajshahi,,,,,0
24451,Bhabaniganj Municipality,Bhabaniganj Municipality,10024863,,Upazila Level Office,Rajshahi,Rajshahi,,,,,0
24452,Charghat Municipality,Charghat Municipality,10024864,,Upazila Level Office,Rajshahi,Rajshahi,Rajshahi N/A,Charghat,Charghat Paurasava,,0
24453,Durgapur Municipality,Durgapur Municipality,10024865,,Upazila Level Office,Rajshahi,Rajshahi,Rajshahi N/A,Durgapur,Durgapur Paurasava,,0
24454,Katakhali Municipality,Katakhali Municipality,10024866,,Upazila Level Office,Rajshahi,Rajshahi,,,,,0
24455,Keshorhat Municipality,Keshorhat Municipality,10024867,,Upazila Level Office,Rajshahi,Rajshahi,,,,,0
24456,Mundumala Municipality,Mundumala Municipality,10024868,,Upazila Level Office,Rajshahi,Rajshahi,,,,,0
24457,Puthia Municipality,Puthia Municipality,10024869,,Upazila Level Office,Rajshahi,Rajshahi,Rajshahi N/A,Puthia,Puthia Paurasava,,0
24458,Tanore Municipality,Tanore Municipality,10024870,,Upazila Level Office,Rajshahi,Rajshahi,Rajshahi N/A,Tanore,Tanore Paurasava,,0
24459,Nachole Municipality,Nachole Municipality,10024871,,Upazila Level Office,Rajshahi,Chapainawabganj,Chapainawabganj N/A,Nachole,Nachole Paurashava,,0
24460,Birganj Municipality,Birganj Municipality,10024872,,Upazila Level Office,Rangpur,Dinajpur,Dinajpur N/A,Birganj,Birganj Paurashava,,0
24461,Biral Municipality,Biral Municipality,10024873,,Upazila Level Office,Rangpur,Dinajpur,Dinajpur N/A,Biral,,,0
24462,Ghoraghat Municipality,Ghoraghat Municipality,10024874,,Upazila Level Office,Rangpur,Dinajpur,Dinajpur N/A,Ghoraghat,Ghoraghat Paurashava,,0
24463,Hakimpur Municipality,Hakimpur Municipality,10024875,,Upazila Level Office,Rangpur,Dinajpur,Dinajpur N/A,Hakimpur,Hakimpur Paurasava,,0
24464,Polashbari Municipality,Polashbari Municipality,10024876,,Upazila Level Office,Rangpur,Gaibandha,Gaibandha N/A,Palashbari,Palashbari Paurashav,,0
24465,Sundarganj Minucipality,Sundarganj Minucipality,10024877,,Upazila Level Office,Rangpur,Gaibandha,Gaibandha N/A,Sundarganj,Sundarganj Paurashava,,0
24466,Domar Municipality,Domar Municipality,10024878,,Upazila Level Office,Rangpur,Nilphamari,Nilphamari N/A,Domar,Domar Paurasava,,0
24467,Jaldhaka Municipality,Jaldhaka Municipality,10024879,,Upazila Level Office,Rangpur,Nilphamari,Nilphamari N/A,Jaldhaka,Jaldhaka Paurashava,,0
24468,Ulipur Maunicipality,Ulipur Maunicipality,10024880,,Upazila Level Office,Rangpur,Kurigram,Kurigram N/A,Ulipur,Ulipur Paurasava,,0
24469,Boda Maunicipality,Boda Maunicipality,10024881,,Upazila Level Office,Rangpur,Panchagarh,Panchagarh N/A,Boda,Boda Paurashava,,0
24470,Debiganj Maunicipality,Debiganj Maunicipality,10024882,,Upazila Level Office,Rangpur,Panchagarh,Panchagarh N/A,Debiganj,,,0
24471,Badarganj Maunicipality,Badarganj Maunicipality,10024883,,Upazila Level Office,Rangpur,Rangpur,Rangpur N/A,Badarganj,Badarganj Paurasava,,0
24472,Haragaccha Maunicipality,Haragaccha Maunicipality,10024884,,Upazila Level Office,Rangpur,Rangpur,,,,,0
24473,Pirganj Maunicipality,Pirganj Maunicipali,10024885,,Upazila Level Office,Rangpur,Rangpur,Rangpur N/A,Pirganj,,,0
24474,Pirganj Maunicipali,Pirganj Maunicipali,10024886,,Upazila Level Office,Rangpur,Thakurgaon,Thakurgaon N/A,Pirganj,,,0
24475,Ranisankail Maunicipali,Ranisankail Maunicipali,10024887,,Upazila Level Office,Rangpur,Thakurgaon,Thakurgaon N/A,Ranisankail,Ranisankail Paurashava,,0
24476,Institute of Child Health & Shishu Sastho Foundation Hospital (ICH & SSFH),ইনস্টিটিউট অব চাইল্ড হেল্থ এন্ড শিশু স্বাস্থ্য ফাউন্ডেশন হাসপাতাল (আইসিএইচ্এন্ডএসএসএফএইচ),10024888,,Other Hospital,Dhaka,Dhaka,Dhaka North City Corperation,Mirpur,,,1
24477,Rajshahi Drug Addiction Treatment Centre,রাজশাহী মাদকাসক্তি নিরাময় কেন্দ্র,10024889,,Other Hospital,Rajshahi,Rajshahi,Rajshahi City Corporation,Boalia,Rajshahi City Corp.,Urban Ward No-14 (part),0
24478,Dhaka Central Jail,ঢাকা সেন্ট্রাল কারাগার,10024890,,Other,Dhaka,Dhaka,Dhaka South City Corporation,Lalbag,,,0
24479,Moghbazar Colony Dispensary,মগবাজার কলোনী ডিসপেনসারী,10024891,,Other Hospital,Dhaka,Dhaka,,,,,0
24480,"Dr. Nuruzzaman Khokon Community Clinic , Narsingdi Sadar","ডা: নুরুজ্জামান খোকন কমিউনিটি ক্লিনিক, নরসিংদী সদর।",10024892,DGHS,Community Clinic,Dhaka,Narsingdi,Narsingdi N/A,Narsingdi Sadar,Unions Of Narsingdi Sadar Upazila,Mahishasura,0
24481,"Karim Kha Abul Malik Community Clinic , Gazaria","করিম খাঁ আবুল মালিক কমিউনিটি ক্লিনিক, গজারিয়া।",10024893,DGHS,Community Clinic,Dhaka,Munshiganj,Munshiganj N/A,Gazaria,Unions Of Gazaria Upazila,Imampur,0
24482,"Charpara Community Clinic, Delduar","চরপাড়া কমিউনিটি ক্লিনিক, দেলদুয়ার।",10024894,DGHS,Community Clinic,Dhaka,Tangail,Tangail N/A,Delduar,Unions Of Delduar Upazila,Delduar,0
24483,"Baropakhia Community Clinic, Delduar","বারপাখিয়া কমিউনিটি ক্লিনিক, দেলদুয়ার।",10024895,DGHS,Community Clinic,Dhaka,Tangail,Tangail N/A,Delduar,Unions Of Delduar Upazila,Delduar,0
24484,"Mallikpur Sunai Community Clinic , Atpara",মল্লিকপুর শুনই কমিউনিটি ক্লিনিক,10024896,DGHS,Community Clinic,Mymensingh,Netrakona,Netrakona N/A,Atpara,Unions Of Atpara Upazila,Sonai,0
24485,"Luneswar Community Clinic , Atpara",লুনেশ্বর কমিউনিটি ক্লিনিক,10024897,DGHS,Community Clinic,Mymensingh,Netrakona,Netrakona N/A,Atpara,Unions Of Atpara Upazila,Loneshwar,0
24486,"Gopalpur Community Clinic , Durgapur",গোপালপুর কমিউনিটি ক্লিনিক - দূর্গাপুর,10024898,DGHS,Community Clinic,Mymensingh,Netrakona,Netrakona N/A,Durgapur,Unions Of Durgapur Upazila,Durgapur,0
24487,"Paikpara Community Clinic , Durgapur",পাইকপাড়া কমিউনিটি ক্লিনিক - দূর্গাপুর,10024899,DGHS,Community Clinic,Mymensingh,Netrakona,Netrakona N/A,Durgapur,Unions Of Durgapur Upazila,Bakaljora,0
24488,"Pirojpur Community Clinic, Hajiganj","পিরোজপুর কমিউনিটি ক্লিনিক, হাজিগঞ্জ",10024900,DGHS,Community Clinic,Chattogram,Chandpur,Chandpur N/A,Hajiganj,Unions Of Hajiganj Upazila,Uttar Kalocho,0
24489,"Boliya Community Clinic, Hajiganj","বলিয়া কমিউনিটি ক্লিনিক, হাজিগঞ্জ",10024901,DGHS,Community Clinic,Chattogram,Chandpur,Chandpur N/A,Hajiganj,Unions Of Hajiganj Upazila,Hatila Purba,0
24490,"Bohuladanga Community Clinic , Sariakandi",বহুলাডাঙ্গা কমিউনিটি ক্লিনিক,10024902,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Sariakandi,Unions Of Sariakandi Upazila,Chaluabari,0
24491,"Sutanara Community Clinic , Sariakandi","সুতানারা কমিউনিটি ক্লিনিক, সারিয়াকান্দি",10024903,DGHS,Community Clinic,Rajshahi,Bogura,Bogura N/A,Sariakandi,Unions Of Sariakandi Upazila,Kamalpur,0
24492,"Yousufpur Community Clinic , Titas",ইউসুফপুর কমিউনিটি ক্লিনিক,10024904,DGHS,Community Clinic,Chattogram,Cumilla,Cumilla N/A,Titas,Unions Of Titas Upazila,Karikandi,0
24494,Kasba Municipality,Kasba Municipality,10024906,,Upazila Level Office,Chattogram,Brahmanbaria,Brahmanbaria N/A,Kasba,Kasba Paurasava,,0
24495,Nabinagar municipality,Nabinagar municipality,10024907,,Upazila Level Office,Chattogram,Brahmanbaria,Brahmanbaria N/A,Nabinagar,Nabinagar Paurasava,,0
24496,Faridganj Municipality,Faridganj Municipality,10024908,,Upazila Level Office,Chattogram,Chandpur,Chandpur N/A,Faridganj,Faridganj Paurashava,,0
24497,Narayanpur Municipality,Narayanpur Municipality,10024909,,Upazila Level Office,Chattogram,Chandpur,,,,,0
24498,Chhagalnaya Municipality,Chhagalnaya Municipality,10024910,,Upazila Level Office,Chattogram,Feni,Feni N/A,Chhagalnaiya,Chhagalnaiya Paurashava,,0
24499,Parshuram Municipality,Parshuram Municipality,10024911,,Upazila Level Office,Chattogram,Feni,Feni N/A,Parshuram,Parshuram Paurashava,,0
24500,Sonagazi Municipality,Sonagazi Municipality,10024912,,Upazila Level Office,Chattogram,Feni,Feni N/A,Sonagazi,Sonagazi Paurashava,,0
24501,Lama Municipality,Lama Municipality,10024913,,Upazila Level Office,Chattogram,Bandarban,Bandarban N/A,Lama,Lama Paurashava,,0
24502,Boalkhali Municipality,Boalkhali Municipality,10024914,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Boalkhali,Boalkhali Paurashava,,0
24503,Dohazari Municipality,Dohazari Municipality,10024915,,Upazila Level Office,Chattogram,Chattogram,,,,,0
24504,Fatikchari Municipality,Fatikchari Municipality,10024916,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Fatikchari,Fatikchhari Paurasava,,0
24505,Hathazari Municipality,Hathazari Municipality,10024917,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Hathazari,,,0
24506,Mirsharai Municipality,Mirsharai Municipality,10024918,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Mirsharai,Mirsharai Paurashava,,0
24507,Nazirhar Municipality,Nazirhar Municipality,10024919,,Upazila Level Office,Chattogram,Chattogram,,,,,0
24508,Rangunia Municipality,Rangunia Municipality,10024920,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Rangunia,Rangunia Paurashava,,0
24509,Raozan Municipality,Raozan Municipality,10024921,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Raozan,Raozan Paurashava,,0
24510,Sandwip Municipality,Sandwip Municipality,10024922,,Upazila Level Office,Chattogram,Chattogram,Chattogram N/A,Sandwip,Sandwip Paurashava,,0
24511,Bancharampur Municipality,Bancharampur Municipality,10024923,,Upazila Level Office,Chattogram,Brahmanbaria,Brahmanbaria N/A,Banchharampur,,,0
24512,Maheshkhali Municipality,Maheshkhali Municipality,10024924,,Upazila Level Office,Chattogram,Cox's Bazar,Cox's Bazar N/A,Maheshkhali,Maheshkhali Paurashava,,0
24513,Teknaf Municipality,Teknaf Municipality,10024925,,Upazila Level Office,Chattogram,Cox's Bazar,Cox's Bazar N/A,Teknaf,Teknaf Paurashava,,0
24514,Ajmeriganj Municipality,Ajmeriganj Municipality,10024926,,Upazila Level Office,Sylhet,Habiganj,Habiganj N/A,Ajmiriganj,Ajmiriganj Paurashava,,0
24515,Barlekha Municipality,Barlekha Municipality,10024927,,Upazila Level Office,Sylhet,Maulvibazar,Moulvibazar N/A,Barlekha,Barlekha Paurashava,,0
24516,Kamalganj Municipality,Kamalganj Municipality,10024928,,Upazila Level Office,Sylhet,Maulvibazar,Moulvibazar N/A,Kamalganj,Kamalganj Paurashava,,0
24517,Derai Municipality,Derai Municipality,10024929,,Upazila Level Office,Sylhet,Sunamganj,Sunamganj N/A,Derai,Derai Paurashava,,0
24518,Jagannathpur Municipality,Jagannathpur Municipality,10024930,,Upazila Level Office,Sylhet,Sunamganj,Sunamganj N/A,Jagannathpur,Jagannathpur Paurashava,,0
24519,Zakiganj Municipality,Zakiganj Municipality,10024931,,Upazila Level Office,Sylhet,Sylhet,Sylhet N/A,Zakiganj,Zakiganj Paurashava,,0
24520,Kanaighat Municipality,Kanaighat Municipality,10024932,,Upazila Level Office,Sylhet,Sylhet,Sylhet N/A,Kanaighat,Kanaighat Paurashava,,0
24522,Baghaichhari Municipality,Baghaichhari Municipality,10024934,,Upazila Level Office,Chattogram,Khagrachari,,,,,0
24523,Matiranga Municiapality,Matiranga Municiapality,10024935,,Upazila Level Office,Chattogram,Khagrachari,Khagrachhari N/A,Matiranga,Matiranga Paurashava,,0
24524,Ramgarh Municipality,Ramgarh Municipality,10024936,,Upazila Level Office,Chattogram,Khagrachari,Khagrachhari N/A,Ramgarh,Ramgarh Paurashava,,0
24525,Ramgati Municipality,Ramgati Municipality,10024937,,Upazila Level Office,Chattogram,Lakshmipur,Lakshmipur N/A,Ramgati,Ramgati Paurashava,,0
24526,Hatiya Municipality,Hatiya Municipality,10024938,,Upazila Level Office,Chattogram,Noakhali,Noakhali N/A,Hatiya,Hatiya Paurashava,,0
24527,Kabirhat Municipality,Kabirhat Municipality,10024939,,Upazila Level Office,Chattogram,Noakhali,Noakhali N/A,Kabirhat,Kabirhat Paurasava,,0
24528,Senbagh Municipality,Senbagh Municipality,10024940,,Upazila Level Office,Chattogram,Noakhali,Noakhali N/A,Senbagh,Senbagh Paurashava,,0
24529,"Sultanpur Alangkar Kati Community Clinic , Nesarabad","সুলতানপুর অলংকারকাঠি কমিউনিটি ক্লিনিক, নেছারাবাদ।",10024941,DGHS,Community Clinic,Barishal,Pirojpur,Pirojpur N/A,Nesarabad,Unions Of Nesarabad (swarupkati) Upazila,Nesarabad (swarupkati),0
